ParcelId,OldLand,OldBuilding,OldTotal,NewLand,NewBuilding,NewTotal,NBHD
R72610815 0009,40000,191950,231950,38500,232670,271170,47030PHE
R72610815 0010,40000,188920,228920,38500,224410,262910,47030PHE
R72610815 0011,40000,177840,217840,38500,192880,231380,47030PHE
R72610815 0012,40000,175850,215850,38500,188040,226540,47030PHE
R72610815 0013,44000,189410,233410,38500,241300,279800,47030PHE
R72610815 0014,44000,168720,212720,38500,204100,242600,47030PHE
R72610815 0015,44000,176490,220490,38500,185330,223830,47030PHE
R72610815 0016,40000,169120,209120,38500,172720,211220,47030PHE
R72610815 0017,40000,162810,202810,38500,180590,219090,47030PHE
R72610815 0018,1530,0,1530,1690,0,1690,47030PHE
R72617224 0001,337960,0,337960,380210,0,380210,C1002DAY
R72617224 0002,45180,0,45180,64900,0,64900,C1002DAY
R72617224 0003,80250,0,80250,144410,0,144410,C1002DAY
R72617224 0004,79870,0,79870,149760,0,149760,C1002DAY
R72617224 0005,120,0,120,120,0,120,C1002DAY
R72617225 0001,639450,45820,685270,577390,45820,623210,C1002DAY
R72617225 0002,14690,0,14690,20200,0,20200,C1002DAY
R72617225 0003,35580,0,35580,48920,0,48920,C1002DAY
R72617225 0004,12350,0,12350,23150,0,23150,C1002DAY
R72617225 0010,!,!,!
R72617225 0014,73050,155540,228590,69200,205780,274980,C1002DAY
R72617225 0015,3970,0,3970,7450,0,7450,C1002DAY
R72617225 0017,21090,17440,38530,39540,18780,58320,C1002DAY
R72617225 0018,2950,0,2950,2620,0,2620,47010000
R72617225 0019,!,!,!
R72617225 0020,!,!,!
R72617225 0021,!,!,!
R72617225 0022,!,!,!
R72617225 0024,!,!,!
R72617225 9016,109320,0,109320,109320,0,109320,C1002DAY
R72617301 0001,74080,0,74080,133960,0,133960,C1002DAY
R72617301 0002,81840,0,81840,153450,0,153450,C1002DAY
R72617301 0003,81550,0,81550,152910,0,152910,C1002DAY
R72617301 0004,81460,0,81460,152730,0,152730,C1002DAY
R72617301 0005,24610,72930,97540,27090,88020,115110,C1002DAY
R72617301 0006,81460,0,81460,152730,0,152730,C1002DAY
R72617302 0001,41060,106520,147580,59130,123890,183020,47130FOR
R72617302 0017,0,0,0,0,0,0,C1002DAY
R72617307 0001,28000,95850,123850,29400,114200,143600,45001FOR
R72617307 0002,28000,94940,122940,29400,112800,142200,45001FOR
R72617307 0003,28000,84610,112610,29400,102850,132250,45001FOR
R72617307 0004,28000,95130,123130,29400,106990,136390,45001FOR
R72617307 0005,28000,80800,108800,29400,106630,136030,45001FOR
R72617307 0006,28000,102750,130750,29400,115540,144940,45001FOR
R72617307 0007,28000,109910,137910,29400,127440,156840,45001FOR
R72617307 0008,28000,78970,106970,29400,100890,130290,45001FOR
R72617307 0009,28000,95870,123870,29400,110760,140160,45001FOR
R72617307 0010,28000,100870,128870,29400,112380,141780,45001FOR
R72617307 0011,28000,92030,120030,29400,115180,144580,45001FOR
R72617307 0012,28000,92640,120640,29400,108940,138340,45001FOR
R72617307 0013,28000,108380,136380,29400,126540,155940,45001FOR
R72617307 0014,28000,102890,130890,29400,119820,149220,45001FOR
R72617307 0015,28000,97890,125890,29400,110770,140170,45001FOR
R72617307 0016,28000,82980,110980,29400,104210,133610,45001FOR
R72617307 0017,28000,96130,124130,29400,109160,138560,45001FOR
R72617307 0018,28000,102030,130030,29400,115290,144690,45001FOR
R72617307 0019,28000,108350,136350,29400,130690,160090,45001FOR
R72617307 0020,28000,82640,110640,29400,101980,131380,45001FOR
R72617307 0021,28000,95660,123660,29400,112450,141850,45001FOR
R72617307 0022,30800,95250,126050,32340,126360,158700,45001FOR
R72617307 0023,30800,85830,116630,32340,102860,135200,45001FOR
R72617307 0024,30800,81200,112000,32340,139160,171500,45001FOR
R72617307 0025,28000,93080,121080,29400,106350,135750,45001FOR
R72617307 0026,28000,108720,136720,29400,131450,160850,45001FOR
R72617307 0027,28000,77320,105320,29400,97560,126960,45001FOR
R72617307 0028,28000,68070,96070,29400,122590,151990,45001FOR
R72617307 0029,28000,79860,107860,29400,106630,136030,45001FOR
R72617307 0030,28000,106410,134410,29400,118860,148260,45001FOR
R72617307 0031,30800,98720,129520,32340,110590,142930,45001FOR
R72617307 0032,30800,86560,117360,32340,99750,132090,45001FOR
R72617307 0033,30800,96680,127480,32340,117500,149840,45001FOR
R72617307 0034,28000,80580,108580,29400,100530,129930,45001FOR
R72617307 0035,28000,93840,121840,29400,113580,142980,45001FOR
R72617307 0036,28000,97710,125710,29400,114990,144390,45001FOR
R72617307 0037,0,0,0,0,0,0,45001FOR
R72617307 0038,0,0,0,0,0,0,45001FOR
R72617308 0001,28000,109450,137450,29400,131370,160770,45001FOR
R72617308 0002,28000,74950,102950,29400,102590,131990,45001FOR
R72617308 0003,28000,102140,130140,29400,125500,154900,45001FOR
R72617308 0004,30800,106970,137770,29400,99010,128410,45001FOR
R72617308 0005,30800,118190,148990,29400,138400,167800,45001FOR
R72617308 0006,28000,105960,133960,29400,125040,154440,45001FOR
R72617308 0007,28000,99620,127620,29400,122010,151410,45001FOR
R72617308 0008,28000,83880,111880,29400,103450,132850,45001FOR
R72617308 0009,28000,108490,136490,29400,130320,159720,45001FOR
R72617308 0010,28000,97700,125700,29400,134180,163580,45001FOR
R72617308 0011,28000,108670,136670,29400,126970,156370,45001FOR
R72617308 0012,28000,77160,105160,29400,88740,118140,45001FOR
R72617308 0013,28000,90960,118960,29400,112680,142080,45001FOR
R72617308 0014,28000,77320,105320,29400,109130,138530,45001FOR
R72617308 0015,28000,89760,117760,29400,101190,130590,45001FOR
R72617308 0016,28000,82950,110950,29400,100600,130000,45001FOR
R72617308 0017,28000,102810,130810,29400,122370,151770,45001FOR
R72617308 0018,28000,75030,103030,29400,93550,122950,45001FOR
R72617308 0019,30800,73970,104770,32340,117130,149470,45001FOR
R72617308 0020,30800,74850,105650,32340,87000,119340,45001FOR
R72617308 0021,30800,71330,102130,32340,89090,121430,45001FOR
R72617308 0022,30800,74350,105150,32340,85960,118300,45001FOR
R72617308 0023,28000,105900,133900,29400,118510,147910,45001FOR
R72617308 0024,28000,103630,131630,29400,121330,150730,45001FOR
R72617308 0025,28000,98590,126590,29400,114970,144370,45001FOR
R72617308 0026,28000,71020,99020,29400,94660,124060,45001FOR
R72617308 0027,28000,84140,112140,29400,104300,133700,45001FOR
R72617308 0028,28000,78470,106470,29400,90020,119420,45001FOR
R72617308 0029,28000,106340,134340,29400,129820,159220,45001FOR
R72617308 0030,30800,99780,130580,32340,131340,163680,45001FOR
R72617308 0031,30800,85520,116320,32340,102170,134510,45001FOR
R72617308 0032,30800,95850,126650,32340,116990,149330,45001FOR
R72617308 0033,30800,110360,141160,32340,137380,169720,45001FOR
R72617308 0034,28000,98080,126080,29400,121430,150830,45001FOR
R72617308 0035,28000,95440,123440,29400,115200,144600,45001FOR
R72617308 0036,28000,109250,137250,29400,123070,152470,45001FOR
R72617308 0037,28000,70490,98490,29400,81870,111270,45001FOR
R72617308 0038,28000,83340,111340,29400,100930,130330,45001FOR
R72617308 0039,0,0,0,0,0,0,45001FOR
R72617308 0040,0,0,0,0,0,0,45001FOR
R72617309 0001,28000,73510,101510,29400,88810,118210,45001FOR
R72617309 0002,28000,104240,132240,29400,123190,152590,45001FOR
R72617309 0003,28000,74330,102330,29400,97300,126700,45001FOR
R72617309 0004,30800,103680,134480,32340,123130,155470,45001FOR
R72617309 0005,30800,85870,116670,32340,98390,130730,45001FOR
R72617309 0006,30800,84760,115560,32340,102830,135170,45001FOR
R72617309 0007,28000,100990,128990,29400,100950,130350,45001FOR
R72617309 0008,28000,107040,135040,29400,124240,153640,45001FOR
R72617309 0009,28000,101600,129600,29400,112030,141430,45001FOR
R72617309 0010,28000,103590,131590,28000,62000,90000,45001FOR
R72617309 0011,28000,74190,102190,29400,100060,129460,45001FOR
R72617309 0012,28000,102240,130240,29400,105880,135280,45001FOR
R72617309 0013,28000,105960,133960,29400,109990,139390,45001FOR
R72617309 0014,28000,75470,103470,29400,107070,136470,45001FOR
R72617309 0015,28000,87120,115120,29400,105190,134590,45001FOR
R72617309 0016,28000,110860,138860,29400,122100,151500,45001FOR
R72617309 0017,28000,107120,135120,29400,115320,144720,45001FOR
R72617309 0018,28000,113370,141370,29400,131810,161210,45001FOR
R72617309 0019,28000,107870,135870,29400,124500,153900,45001FOR
R72617309 0020,28000,83570,111570,29400,100590,129990,45001FOR
R72617309 0021,28000,77950,105950,28000,54000,82000,45001FOR
R72617309 0022,0,0,0,0,0,0,45001FOR
R72617310 0001,28000,83770,111770,29400,94250,123650,45001FOR
R72617310 0002,28000,97770,125770,29400,110580,139980,45001FOR
R72617310 0003,28000,115170,143170,29400,134660,164060,45001FOR
R72617310 0004,28000,79740,107740,29400,95790,125190,45001FOR
R72617310 0005,28000,102560,130560,29400,122520,151920,45001FOR
R72617310 0006,28000,81830,109830,29400,106100,135500,45001FOR
R72617310 0007,28000,82150,110150,29400,90290,119690,45001FOR
R72617310 0008,28000,81610,109610,29400,96480,125880,45001FOR
R72617310 0009,28000,79220,107220,29400,87650,117050,45001FOR
R72617310 0010,28000,69630,97630,29400,81800,111200,45001FOR
R72617310 0011,28000,93260,121260,29400,110870,140270,45001FOR
R72617310 0012,28000,104800,132800,29400,132590,161990,45001FOR
R72617310 0013,28000,81520,109520,29400,107780,137180,45001FOR
R72617310 0014,28000,105710,133710,29400,125710,155110,45001FOR
R72617310 0015,30800,82610,113410,32340,93200,125540,45001FOR
R72617310 0016,30800,75410,106210,32340,94250,126590,45001FOR
R72617310 0017,30800,81830,112630,32340,101090,133430,45001FOR
R72617310 0018,28000,97140,125140,29400,116310,145710,45001FOR
R72617310 0019,28000,100690,128690,29400,114640,144040,45001FOR
R72617310 0020,28000,109770,137770,29400,124380,153780,45001FOR
R72617310 0021,28000,93050,121050,29400,112440,141840,45001FOR
R72617310 0022,28000,95840,123840,29400,117280,146680,45001FOR
R72617310 0023,28000,74740,102740,29400,86320,115720,45001FOR
R72617310 0024,28000,98030,126030,29400,178790,208190,45001FOR
R72617310 0025,28000,96720,124720,29400,123290,152690,45001FOR
R72617310 0026,28000,74000,102000,29400,84670,114070,45001FOR
R72617310 0027,28000,82610,110610,29400,100750,130150,45001FOR
R72617310 0028,28000,115620,143620,29400,133140,162540,45001FOR
R72617310 0029,28000,95220,123220,29400,106610,136010,45001FOR
R72617310 0030,28000,108950,136950,29400,119820,149220,45001FOR
R72617310 0031,28000,84860,112860,29400,105370,134770,45001FOR
R72617310 0032,28000,67390,95390,29400,86480,115880,45001FOR
R72617310 0033,28000,73670,101670,29400,82470,111870,45001FOR
R72617310 0034,28000,86590,114590,29400,107040,136440,45001FOR
R72617310 0036,0,0,0,0,0,0,45001FOR
R72617322 0001,28000,82470,110470,29400,101560,130960,45001FOR
R72617322 0002,28000,102670,130670,29400,118920,148320,45001FOR
R72617322 0003,28000,109700,137700,29400,120270,149670,45001FOR
R72617322 0004,30800,106370,137170,32340,110980,143320,45001FOR
R72617322 0005,30800,120900,151700,32340,130610,162950,45001FOR
R72617322 0006,30800,83560,114360,32340,103280,135620,45001FOR
R72617322 0007,30800,96800,127600,32340,126370,158710,45001FOR
R72617322 0008,30800,107930,138730,32340,123940,156280,45001FOR
R72617322 0009,28000,105050,133050,29400,122280,151680,45001FOR
R72617322 0010,28000,81310,109310,29400,97150,126550,45001FOR
R72617322 0011,28000,85220,113220,29400,97360,126760,45001FOR
R72617322 0012,28000,74880,102880,29400,91290,120690,45001FOR
R72617322 0013,28000,73150,101150,29400,97850,127250,45001FOR
R72617322 0014,28000,84990,112990,29400,107520,136920,45001FOR
R72617322 0015,28000,79300,107300,29400,98430,127830,45001FOR
R72617322 0016,28000,112870,140870,29400,120980,150380,45001FOR
R72617322 0017,28000,122730,150730,29400,131100,160500,45001FOR
R72617322 0018,28000,80710,108710,29400,92560,121960,45001FOR
R72617322 0019,28000,95970,123970,29400,104280,133680,45001FOR
R72617322 0020,28000,106720,134720,29400,121290,150690,45001FOR
R72617322 0021,28000,100590,128590,29400,107220,136620,45001FOR
R72617322 0022,28000,120650,148650,29400,133840,163240,45001FOR
R72617322 0023,28000,85200,113200,29400,107740,137140,45001FOR
R72617322 0024,28000,89230,117230,29400,114940,144340,45001FOR
R72617322 0025,28000,109140,137140,29400,126830,156230,45001FOR
R72617322 0026,28000,83590,111590,29400,94780,124180,45001FOR
R72617322 0027,28000,85200,113200,29400,109020,138420,45001FOR
R72617322 0028,28000,104380,132380,29400,111380,140780,45001FOR
R72617322 0029,28000,108160,136160,29400,121900,151300,45001FOR
R72617322 0030,28000,99560,127560,29400,116030,145430,45001FOR
R72617322 0031,28000,96690,124690,29400,116330,145730,45001FOR
R72617322 0032,30800,125030,155830,32340,134160,166500,45001FOR
R72617322 0033,30800,121320,152120,32340,166350,198690,45001FOR
R72617322 0034,30800,94200,125000,32340,132320,164660,45001FOR
R72617322 0035,30800,122530,153330,32340,132590,164930,45001FOR
R72617322 0036,28000,117510,145510,29400,133510,162910,45001FOR
R72617322 0037,28000,104620,132620,29400,120750,150150,45001FOR
R72617322 0038,28000,87990,115990,29400,106220,135620,45001FOR
R72617322 0039,28000,101340,129340,29400,104910,134310,45001FOR
R72617322 0040,28000,71240,99240,29400,78200,107600,45001FOR
R72617322 0041,28000,107380,135380,29400,135770,165170,45001FOR
R72617322 0042,28000,83170,111170,29400,100420,129820,45001FOR
R72617322 0043,28000,89980,117980,29400,114720,144120,45001FOR
R72617322 0044,28000,82030,110030,29400,100250,129650,45001FOR
R72617322 0045,28000,83380,111380,29400,104600,134000,45001FOR
R72617322 0046,28000,80700,108700,29400,91710,121110,45001FOR
R72617322 0047,28000,82650,110650,29400,94280,123680,45001FOR
R72617322 0048,28000,101800,129800,29400,123050,152450,45001FOR
R72617322 0049,28000,78660,106660,29400,94260,123660,45001FOR
R72617322 0050,0,0,0,0,0,0,45001FOR
R72617322 0051,0,0,0,0,0,0,45001FOR
R72617323 0001,28000,93470,121470,29400,118630,148030,45001FOR
R72617323 0002,30800,116820,147620,29400,117040,146440,45001FOR
R72617323 0003,30800,93330,124130,29400,111030,140430,45001FOR
R72617323 0004,28000,91780,119780,29400,111690,141090,45001FOR
R72617323 0005,28000,101060,129060,29400,118010,147410,45001FOR
R72617323 0006,28000,88430,116430,29400,99820,129220,45001FOR
R72617323 0007,28000,96560,124560,29400,107350,136750,45001FOR
R72617323 0008,28000,111030,139030,29400,134690,164090,45001FOR
R72617323 0009,30800,102340,133140,32340,130170,162510,45001FOR
R72617323 0010,28000,86650,114650,29400,100500,129900,45001FOR
R72617323 0011,28000,83670,111670,29400,104770,134170,45001FOR
R72617323 0012,28000,78650,106650,29400,87450,116850,45001FOR
R72617323 0013,28000,104050,132050,29400,117300,146700,45001FOR
R72617323 0014,28000,104360,132360,29400,124520,153920,45001FOR
R72617323 0015,28000,103180,131180,29400,114440,143840,45001FOR
R72617323 0016,28000,79270,107270,29400,91860,121260,45001FOR
R72617323 0017,28000,87000,115000,29400,104490,133890,45001FOR
R72617323 0018,28000,101740,129740,29400,105620,135020,45001FOR
R72617323 0019,28000,85070,113070,29400,98110,127510,45001FOR
R72617323 0020,28000,98980,126980,28000,52350,80350,45001FOR
R72617323 0021,28000,107190,135190,29400,128700,158100,45001FOR
R72617323 0022,28000,86200,114200,29400,101420,130820,45001FOR
R72617323 0023,28000,107440,135440,29400,134150,163550,45001FOR
R72617323 0024,28000,84710,112710,29400,104960,134360,45001FOR
R72617323 0025,28000,103730,131730,29400,103990,133390,45001FOR
R72617323 0026,28000,98650,126650,29400,114930,144330,45001FOR
R72617323 0027,28000,119210,147210,29400,120970,150370,45001FOR
R72617323 0028,28000,104550,132550,29400,105510,134910,45001FOR
R72617323 0029,28000,104200,132200,29400,113100,142500,45001FOR
R72617323 0030,28000,99120,127120,29400,121170,150570,45001FOR
R72617323 0031,28000,95460,123460,29400,115640,145040,45001FOR
R72617323 0032,0,0,0,0,0,0,45001FOR
R72617324 0001,28000,82820,110820,29400,93860,123260,45001FOR
R72617324 0002,28000,87880,115880,29400,105070,134470,45001FOR
R72617324 0003,28000,85670,113670,29400,99100,128500,45001FOR
R72617324 0004,28000,103280,131280,29400,121410,150810,45001FOR
R72617324 0005,28000,103320,131320,29400,130520,159920,45001FOR
R72617324 0006,28000,91290,119290,29400,107600,137000,45001FOR
R72617324 0007,28000,93470,121470,29400,113630,143030,45001FOR
R72617324 0008,28000,96700,124700,29400,107010,136410,45001FOR
R72617324 0009,28000,91300,119300,29400,117990,147390,45001FOR
R72617324 0010,28000,100810,128810,29400,115040,144440,45001FOR
R72617324 0011,28000,96060,124060,29400,115740,145140,45001FOR
R72617324 0012,28000,88620,116620,29400,104710,134110,45001FOR
R72617324 0013,28000,102820,130820,29400,130710,160110,45001FOR
R72617324 0014,28000,88900,116900,29400,103420,132820,45001FOR
R72617324 0015,28000,88080,116080,29400,112880,142280,45001FOR
R72617324 0016,28000,114340,142340,29400,135510,164910,45001FOR
R72617324 0017,30800,99720,130520,32340,115400,147740,45001FOR
R72617324 0018,30800,100170,130970,32340,124160,156500,45001FOR
R72617324 0019,30800,125200,156000,32340,140190,172530,45001FOR
R72617324 0020,30800,85820,116620,32340,103060,135400,45001FOR
R72617324 0021,30800,90650,121450,32340,104670,137010,45001FOR
